 ,Full Name,Gender,Age,State,Job Classification,Date Joined,Balance,Marital Status,education,House Loan,Other Loan,contact,Previous Outcome,Loan Default,Customer Code
1690,Cecilia Manning,Male,48.0,California,White Collar,2017-08-21,76419.88,single,tertiary,yes,no,unknown,unknown,no,A01690
1691,Isabel Cross,Female,33.0,California,White Collar,2017-08-21,7289.07,single,secondary,yes,no,unknown,unknown,no,A01691
1692,Ernest Davis,Male,58.0,Nevada,Blue Collar,2017-08-21,153061.39,divorced,primary,no,yes,unknown,unknown,no,A01692
1693,Christina Fuller,Male,48.0,Nevada,Blue Collar,2017-08-21,6511.21,divorced,tertiary,no,no,unknown,unknown,no,A01693
1694,Christina Fuller,Female,47.0,Nevada,Other,2017-08-21,96924.07,single,secondary,no,no,cellular,unknown,yes,A01694
1695,Max Rodgers,Female,55.0,Nevada,Other,2017-08-21,69942.64,married,tertiary,yes,no,cellular,unknown,no,A01695
1696,Elvira Bowman,Female,38.0,Wyoming,White Collar,2017-08-21,10668.4,married,secondary,no,no,cellular,success,yes,A01696
1697,Don Gonzales,Male,33.0,Wyoming,Other,2017-08-21,38364.43,single,tertiary,yes,no,cellular,unknown,no,A01697
1698,Shari Silva,Male,38.0,Wyoming,Blue Collar,2017-08-21,6579.39,married,secondary,yes,yes,cellular,other,no,A01698
1699,Lula Daniels,Female,33.0,Wyoming,Other,2017-08-21,111310.43,single,tertiary,no,no,cellular,failure,yes,A01699
1700,Ben Perez,Male,37.0,Wyoming,Blue Collar,2017-08-21,54822.19,married,unknown,yes,no,cellular,unknown,no,A01700
1701,Cassandra Franklin,Female,41.0,Oregon,White Collar,2017-08-21,85338.73,married,tertiary,yes,no,cellular,unknown,no,A01701
1702,Felicia Jennings,Female,52.0,California,Blue Collar,2017-08-22,40758.72,single,secondary,no,no,telephone,unknown,no,A01702
1703,Eric Rose,Male,29.0,California,Blue Collar,2017-08-22,95300.22,divorced,secondary,yes,no,unknown,unknown,no,A01703
1704,Patty Thompson,Female,28.0,California,White Collar,2017-08-22,32596.79,divorced,secondary,yes,no,cellular,failure,no,A01704
1705,Robert Munoz,Female,43.0,California,Other,2017-08-22,131759.21,single,tertiary,yes,no,cellular,unknown,yes,A01705
1706,Cassandra Franklin,Male,34.0,California,White Collar,2017-08-22,155475.22,single,secondary,no,no,cellular,unknown,yes,A01706
1707,Brooke Horton,Female,41.0,California,White Collar,2017-08-22,11339.55,single,secondary,yes,no,cellular,unknown,yes,A01707
1708,Brooke Horton,Male,51.0,Nevada,Other,2017-08-22,31313.55,married,secondary,no,yes,unknown,other,no,A01708
1709,Della Jensen,Female,44.0,Nevada,Other,2017-08-22,33970.07,married,tertiary,yes,no,cellular,unknown,no,A01709
1710,Carla Mccormick,Male,50.0,Nevada,White Collar,2017-08-22,97660.76,married,secondary,yes,no,cellular,unknown,yes,A01710
1711,Isabel Cross,Male,34.0,Nevada,White Collar,2017-08-22,18113.69,married,primary,yes,yes,unknown,unknown,no,A01711
1712,Edwin Malone,Male,41.0,Nevada,Blue Collar,2017-08-22,58581.4,single,tertiary,no,no,cellular,unknown,no,A01712
1713,Charlie Wood,Male,34.0,California,Blue Collar,2017-08-23,31627.15,single,secondary,yes,no,cellular,unknown,no,A01713
1714,Elaine Ellis,Female,38.0,California,White Collar,2017-08-23,74037.37,married,secondary,no,yes,cellular,failure,no,A01714
1715,Cassandra Franklin,Male,32.0,California,Blue Collar,2017-08-23,15281.61,married,primary,no,no,unknown,unknown,no,A01715
1716,Edwin Malone,Male,23.0,California,White Collar,2017-08-23,98566.37,married,secondary,yes,no,unknown,unknown,no,A01716
1717,Rachel Gomez,Male,26.0,California,White Collar,2017-08-23,11469.12,married,primary,no,no,unknown,unknown,no,A01717
1718,Marion Glover,Female,41.0,California,White Collar,2017-08-23,29910.37,single,tertiary,no,yes,cellular,unknown,no,A01718
1719,Ruben Nunez,Female,30.0,California,Blue Collar,2017-08-23,169450.88,married,primary,no,no,unknown,unknown,no,A01719
1720,Robert Munoz,Female,25.0,California,Blue Collar,2017-08-23,71411.91,married,secondary,yes,no,cellular,failure,yes,A01720
1721,Joey Wong,Male,34.0,California,Blue Collar,2017-08-23,116926.94,single,secondary,yes,no,unknown,unknown,no,A01721
1722,Donna Reid,Male,29.0,California,White Collar,2017-08-23,73021.06,married,secondary,no,no,cellular,unknown,no,A01722
1723,Kyle Carr,Female,28.0,California,White Collar,2017-08-23,18036.04,married,secondary,yes,no,cellular,unknown,no,A01723
1724,Pauline Beck,Male,36.0,California,Blue Collar,2017-08-23,5508.48,married,primary,yes,no,unknown,unknown,no,A01724
1725,Christy Olson,Male,46.0,California,White Collar,2017-08-23,7292.79,divorced,secondary,no,no,cellular,unknown,no,A01725
1726,Cecilia Manning,Male,37.0,California,Other,2017-08-23,9836.21,single,secondary,no,no,cellular,unknown,no,A01726
1727,Cassandra Franklin,Male,38.0,California,White Collar,2017-08-23,18959.0,married,primary,yes,no,cellular,unknown,no,A01727
1728,Don Gonzales,Female,29.0,California,White Collar,2017-08-23,66186.0,married,tertiary,no,no,cellular,unknown,yes,A01728
1729,Isabel Cross,Female,30.0,California,Other,2017-08-23,108767.04,married,unknown,no,no,unknown,unknown,no,A01729
1730,Billie Chandler,Male,30.0,California,Other,2017-08-23,18874.9,single,secondary,yes,no,cellular,failure,yes,A01730
1731,Cassandra Franklin,Female,38.0,California,White Collar,2017-08-23,12058.34,married,tertiary,yes,no,cellular,unknown,no,A01731
1732,Bethany Pena,Male,47.0,California,White Collar,2017-08-23,172718.9,married,secondary,no,no,cellular,unknown,no,A01732
1733,Rachel Gomez,Female,60.0,Nevada,Other,2017-08-23,3770.16,married,primary,yes,no,unknown,unknown,no,A01733
1734,Jaime Pearson,Male,46.0,Nevada,Other,2017-08-23,50617.97,married,tertiary,yes,no,cellular,unknown,no,A01734
1735,Della Jensen,Male,61.0,Nevada,Blue Collar,2017-08-23,11927.19,married,primary,no,no,cellular,unknown,no,A01735
1736,Pauline Beck,Female,59.0,Nevada,Other,2017-08-23,20459.67,married,secondary,yes,no,cellular,unknown,no,A01736
1737,Kyle Carr,Male,43.0,Nevada,Blue Collar,2017-08-23,119684.94,single,secondary,yes,no,cellular,success,yes,A01737
1738,Andrew Meyer,Male,53.0,Nevada,Blue Collar,2017-08-23,67138.96,married,secondary,no,no,unknown,unknown,no,A01738
1739,Sandra Floyd,Male,52.0,Nevada,Blue Collar,2017-08-23,70474.94,divorced,tertiary,no,yes,cellular,unknown,no,A01739
1740,Brooke Horton,Female,35.0,Wyoming,White Collar,2017-08-23,78578.78,married,primary,no,no,telephone,unknown,yes,A01740
1741,Paulette Spencer,Female,33.0,Wyoming,White Collar,2017-08-23,84386.06,married,tertiary,yes,no,cellular,unknown,no,A01741
1742,Rachel Gomez,Female,18.0,Wyoming,White Collar,2017-08-23,57405.01,married,tertiary,no,no,cellular,unknown,no,A01742
1743,Colleen Warren,Male,18.0,Wyoming,White Collar,2017-08-23,65342.96,married,primary,no,no,cellular,unknown,no,A01743
1744,Max Rodgers,Female,19.0,Wyoming,White Collar,2017-08-23,22801.84,married,secondary,no,yes,cellular,unknown,no,A01744
1745,Nellie Joseph,Female,34.0,Wyoming,Blue Collar,2017-08-23,73453.55,single,secondary,no,no,cellular,unknown,no,A01745
1746,Bernadette Page,Male,37.0,Wyoming,White Collar,2017-08-23,51996.55,married,primary,no,yes,cellular,unknown,no,A01746
1747,Brooke Horton,Male,44.0,Wyoming,White Collar,2017-08-23,12130.72,single,tertiary,no,no,cellular,unknown,no,A01747
1748,Shari Silva,Male,29.0,Wyoming,Other,2017-08-23,23524.16,married,tertiary,yes,no,unknown,unknown,no,A01748
1749,Lula Daniels,Female,41.0,Wyoming,White Collar,2017-08-23,17913.54,married,secondary,yes,no,cellular,failure,yes,A01749
1750,Ruben Nunez,Female,48.0,Wyoming,White Collar,2017-08-23,55144.18,single,tertiary,yes,no,cellular,other,no,A01750
1751,Willie Vega,Female,46.0,Wyoming,White Collar,2017-08-23,24227.51,single,tertiary,no,no,telephone,failure,no,A01751
1752,Jaime Pearson,Female,26.0,Oregon,Blue Collar,2017-08-23,98504.55,divorced,secondary,yes,no,unknown,unknown,no,A01752
1753,Willie Vega,Female,30.0,Oregon,Other,2017-08-23,77597.13,married,tertiary,no,no,cellular,unknown,no,A01753
1754,Rachel Gomez,Female,36.0,Oregon,White Collar,2017-08-23,56554.39,married,secondary,no,no,cellular,unknown,no,A01754
1755,Salvador Bass,Male,29.0,California,Other,2017-08-24,76048.16,single,tertiary,no,no,cellular,success,yes,A01755
1756,Della Jensen,Male,28.0,California,Other,2017-08-24,8977.69,married,secondary,yes,no,unknown,unknown,yes,A01756
1757,Jaime Pearson,Male,20.0,California,White Collar,2017-08-24,146656.93,married,tertiary,yes,no,cellular,unknown,no,A01757
1758,Andrew Meyer,Female,47.0,California,White Collar,2017-08-24,4090.04,single,secondary,yes,no,unknown,unknown,no,A01758
1759,Cecilia Manning,Male,38.0,California,White Collar,2017-08-24,73390.94,married,primary,no,no,cellular,unknown,no,A01759
1760,Joey Wong,Female,36.0,California,Other,2017-08-24,13590.93,single,tertiary,yes,no,unknown,unknown,no,A01760
1761,Tiffany May,Female,31.0,California,Blue Collar,2017-08-24,35747.69,married,secondary,yes,no,cellular,success,yes,A01761
1762,Lorraine Gibson,Male,50.0,Nevada,Blue Collar,2017-08-24,18819.97,married,secondary,yes,yes,unknown,unknown,no,A01762
1763,Max Rodgers,Male,54.0,Nevada,Other,2017-08-24,65957.16,single,tertiary,no,no,cellular,other,no,A01763
1764,Lance Yates,Male,34.0,Nevada,Blue Collar,2017-08-24,50012.21,married,secondary,no,no,cellular,unknown,no,A01764
1765,Max Rodgers,Male,52.0,Nevada,Other,2017-08-24,56442.33,single,secondary,no,no,cellular,failure,no,A01765
1766,Eddie Green,Female,57.0,Nevada,Blue Collar,2017-08-24,47497.73,single,secondary,no,no,unknown,unknown,no,A01766
1767,Shari Silva,Male,41.0,Wyoming,Blue Collar,2017-08-24,83944.93,married,secondary,yes,no,cellular,unknown,no,A01767
1768,Woodrow Colon,Female,29.0,Oregon,Other,2017-08-24,48444.4,single,tertiary,yes,no,cellular,failure,yes,A01768
1769,Della Jensen,Female,28.0,Oregon,Other,2017-08-24,38124.03,single,secondary,yes,no,unknown,unknown,no,A01769
1770,Brooke Horton,Male,26.0,California,Other,2017-08-25,87992.25,married,unknown,yes,no,unknown,unknown,no,A01770
1771,Robert Munoz,Male,27.0,California,White Collar,2017-08-25,2068.88,single,secondary,yes,no,unknown,unknown,no,A01771
1772,Max Rodgers,Female,37.0,California,Other,2017-08-25,47320.96,married,tertiary,yes,no,cellular,unknown,no,A01772
1773,Guillermo Potter,Female,47.0,California,White Collar,2017-08-25,112434.94,married,tertiary,yes,no,unknown,unknown,no,A01773
1774,Cassandra Franklin,Male,34.0,California,White Collar,2017-08-25,65178.7,married,unknown,no,no,cellular,unknown,no,A01774
1775,Colleen Warren,Male,51.0,Nevada,Blue Collar,2017-08-25,58007.25,single,tertiary,no,no,cellular,unknown,no,A01775
1776,Felicia Jennings,Male,52.0,Nevada,Blue Collar,2017-08-25,4168.39,married,tertiary,no,no,unknown,unknown,no,A01776
1777,Ivan Adkins,Female,49.0,Nevada,White Collar,2017-08-25,59032.34,married,secondary,no,no,cellular,unknown,no,A01777
1778,Rachel Gomez,Female,36.0,Nevada,Other,2017-08-25,50173.27,married,unknown,yes,no,unknown,unknown,no,A01778
1779,Shari Silva,Female,37.0,Wyoming,White Collar,2017-08-25,155843.48,married,tertiary,no,no,cellular,unknown,no,A01779
1780,Elbert Klein,Female,36.0,Wyoming,White Collar,2017-08-25,56095.9,single,tertiary,yes,no,cellular,success,no,A01780
1781,Joey Wong,Female,23.0,Oregon,Other,2017-08-25,122728.52,divorced,tertiary,no,no,unknown,unknown,no,A01781
1782,Cassandra Franklin,Male,34.0,California,Other,2017-08-26,40371.0,married,tertiary,no,no,cellular,unknown,no,A01782
1783,Brooke Horton,Male,31.0,California,White Collar,2017-08-26,18995.97,single,secondary,yes,no,unknown,unknown,no,A01783
1784,Nellie Joseph,Male,28.0,California,White Collar,2017-08-26,123674.24,married,tertiary,yes,no,unknown,unknown,no,A01784
1785,Della Jensen,Female,29.0,California,Other,2017-08-26,41317.52,married,secondary,yes,no,unknown,unknown,no,A01785
1786,Ruben Nunez,Female,28.0,California,White Collar,2017-08-26,212628.18,married,secondary,no,no,cellular,unknown,no,A01786
1787,Jenny Garcia,Male,28.0,California,White Collar,2017-08-26,69793.21,single,secondary,yes,no,cellular,failure,no,A01787
1788,Della Jensen,Male,28.0,California,Blue Collar,2017-08-26,52213.97,married,tertiary,yes,no,unknown,unknown,no,A01788
1789,Elbert Klein,Female,39.0,California,Other,2017-08-26,26888.24,married,secondary,yes,no,unknown,unknown,no,A01789
1790,Eddie Green,Female,40.0,California,White Collar,2017-08-26,91661.76,married,secondary,yes,no,unknown,unknown,no,A01790
1791,Mable Lindsey,Male,42.0,Nevada,Blue Collar,2017-08-26,55030.18,married,secondary,yes,no,cellular,unknown,no,A01791
1792,Christy Olson,Female,53.0,Nevada,Other,2017-08-26,56124.24,married,secondary,yes,no,unknown,unknown,no,A01792
1793,Ruben Nunez,Male,35.0,Wyoming,White Collar,2017-08-26,30952.27,married,primary,yes,no,cellular,unknown,no,A01793
1794,Sandra Floyd,Male,27.0,Oregon,Blue Collar,2017-08-26,9589.76,divorced,secondary,yes,yes,cellular,unknown,no,A01794
1795,Beth Tucker,Female,37.0,Oregon,White Collar,2017-08-26,32571.39,divorced,secondary,yes,yes,unknown,unknown,no,A01795
1796,Lula Daniels,Male,36.0,California,Blue Collar,2017-08-27,17526.43,single,secondary,no,no,unknown,unknown,no,A01796
1797,Max Rodgers,Male,44.0,California,White Collar,2017-08-27,4053.43,married,secondary,no,no,cellular,unknown,no,A01797
1798,Ruben Nunez,Male,25.0,California,White Collar,2017-08-27,16694.96,single,secondary,no,no,cellular,unknown,no,A01798
1799,Trevor Jones,Male,39.0,California,White Collar,2017-08-27,26021.06,married,tertiary,no,no,cellular,unknown,no,A01799
1800,Drew Rogers,Male,27.0,California,Blue Collar,2017-08-27,7490.54,married,tertiary,no,no,unknown,unknown,no,A01800
1801,Felicia Jennings,Male,34.0,California,White Collar,2017-08-27,86438.15,married,tertiary,yes,no,unknown,unknown,no,A01801
1802,Lorraine Gibson,Female,41.0,California,Blue Collar,2017-08-27,64623.04,married,secondary,yes,no,unknown,unknown,no,A01802
1803,Don Gonzales,Female,29.0,California,White Collar,2017-08-27,32054.43,single,secondary,yes,no,unknown,unknown,no,A01803
1804,Christy Olson,Female,38.0,California,White Collar,2017-08-27,63903.24,single,secondary,yes,no,telephone,unknown,no,A01804
1805,Herman Williams,Male,33.0,California,Other,2017-08-27,20448.39,married,secondary,yes,no,cellular,unknown,no,A01805
1806,Dan Peterson,Male,35.0,California,Other,2017-08-27,166285.22,married,tertiary,no,no,cellular,failure,no,A01806
1807,Tracy Reed,Female,54.0,Nevada,Other,2017-08-27,25485.82,married,tertiary,no,no,unknown,unknown,no,A01807
1808,Salvador Bass,Female,47.0,Nevada,White Collar,2017-08-27,22912.94,married,tertiary,no,no,cellular,unknown,no,A01808
1809,Beth Tucker,Female,54.0,Nevada,Other,2017-08-27,55236.6,married,secondary,no,no,cellular,unknown,no,A01809
1810,Ellen Weaver,Male,33.0,Nevada,Other,2017-08-27,56345.31,married,unknown,yes,no,unknown,unknown,no,A01810
1811,Elbert Klein,Male,53.0,Nevada,Other,2017-08-27,109636.93,married,secondary,yes,no,cellular,failure,no,A01811
1812,Rachel Gomez,Male,36.0,Wyoming,White Collar,2017-08-27,157371.07,single,secondary,yes,no,cellular,unknown,no,A01812
1813,Woodrow Colon,Male,39.0,Wyoming,White Collar,2017-08-27,48402.67,divorced,secondary,no,no,unknown,unknown,no,A01813
1814,Isabel Cross,Female,32.0,Oregon,White Collar,2017-08-27,67550.43,married,tertiary,yes,no,cellular,unknown,no,A01814
1815,Trevor Jones,Female,35.0,Oregon,Blue Collar,2017-08-27,26785.3,married,tertiary,no,no,cellular,unknown,no,A01815
1816,Cecilia Manning,Female,25.0,Oregon,Other,2017-08-27,44244.27,married,secondary,no,no,cellular,unknown,no,A01816
1817,Cindy Becker,Male,35.0,Oregon,White Collar,2017-08-27,39268.79,married,secondary,no,yes,cellular,unknown,no,A01817
1818,Salvador Bass,Male,33.0,Oregon,White Collar,2017-08-27,30016.4,married,secondary,yes,no,cellular,other,no,A01818
1819,Jenny Garcia,Male,38.0,California,Other,2017-08-28,74043.96,married,secondary,yes,no,cellular,unknown,no,A01819
1820,Robert Munoz,Male,27.0,California,White Collar,2017-08-28,58947.76,divorced,secondary,yes,yes,cellular,unknown,no,A01820
1821,Elbert Klein,Female,29.0,California,White Collar,2017-08-28,144286.75,married,secondary,yes,no,cellular,other,no,A01821
1822,Cindy Becker,Female,38.0,California,Other,2017-08-28,77939.0,married,unknown,no,yes,cellular,unknown,no,A01822
1823,Max Rodgers,Female,34.0,California,White Collar,2017-08-28,223408.07,married,tertiary,no,no,cellular,unknown,yes,A01823
1824,Edwin Malone,Male,35.0,California,Other,2017-08-28,30998.64,divorced,secondary,yes,yes,unknown,unknown,no,A01824
1825,Don Gonzales,Male,34.0,California,White Collar,2017-08-28,38729.82,single,secondary,no,no,cellular,unknown,no,A01825
1826,Nellie Joseph,Male,62.0,Nevada,Other,2017-08-28,114689.42,married,primary,no,no,telephone,unknown,no,A01826
1827,Rachel Gomez,Male,47.0,Nevada,Blue Collar,2017-08-28,123986.52,married,secondary,no,no,cellular,unknown,no,A01827
1828,Trevor Jones,Female,59.0,Nevada,Blue Collar,2017-08-28,21743.63,married,tertiary,yes,no,cellular,failure,no,A01828
1829,Max Rodgers,Female,52.0,Nevada,Other,2017-08-28,73439.18,married,secondary,yes,yes,cellular,unknown,no,A01829
1830,Paulette Spencer,Male,29.0,Wyoming,White Collar,2017-08-28,95807.3,married,secondary,yes,no,unknown,unknown,no,A01830
1831,Paulette Spencer,Female,34.0,California,White Collar,2017-08-29,78659.09,single,secondary,yes,no,cellular,failure,no,A01831
1832,Sandra Floyd,Female,36.0,California,Other,2017-08-29,15009.03,single,tertiary,no,yes,unknown,unknown,no,A01832
1833,Nellie Joseph,Male,27.0,California,White Collar,2017-08-29,47218.43,divorced,secondary,no,yes,cellular,unknown,no,A01833
1834,Max Rodgers,Female,37.0,California,White Collar,2017-08-29,10976.51,married,primary,yes,no,cellular,other,no,A01834
1835,Charlie Wood,Female,41.0,California,White Collar,2017-08-29,27976.76,married,tertiary,yes,no,cellular,unknown,no,A01835
1836,Shari Silva,Male,58.0,Nevada,Other,2017-08-29,16093.49,married,tertiary,no,no,cellular,unknown,no,A01836
1837,Trevor Jones,Male,53.0,Nevada,White Collar,2017-08-29,64441.01,single,primary,yes,no,cellular,unknown,no,A01837
1838,Charlie Wood,Male,24.0,Nevada,Other,2017-08-29,15476.06,divorced,tertiary,no,no,cellular,unknown,yes,A01838
1839,Max Rodgers,Female,38.0,Wyoming,White Collar,2017-08-29,34787.22,married,secondary,yes,no,unknown,unknown,no,A01839
1840,Rachel Gomez,Female,34.0,Wyoming,White Collar,2017-08-29,146169.49,married,primary,no,no,cellular,unknown,no,A01840
1841,Sonya Mullins,Female,32.0,Wyoming,Blue Collar,2017-08-29,49561.64,divorced,secondary,yes,no,cellular,unknown,no,A01841
1842,Iris Underwood,Female,29.0,Wyoming,White Collar,2017-08-29,37385.12,single,secondary,yes,no,unknown,unknown,no,A01842
1843,Salvador Bass,Male,33.0,Wyoming,Other,2017-08-29,143033.51,divorced,primary,no,no,cellular,unknown,no,A01843
1844,Elvira Bowman,Male,35.0,Wyoming,Other,2017-08-29,117543.31,married,secondary,yes,no,cellular,unknown,no,A01844
1845,Cindy Becker,Female,45.0,Oregon,Other,2017-08-29,132206.3,married,tertiary,no,no,cellular,unknown,yes,A01845
1846,Jenny Garcia,Female,30.0,California,White Collar,2017-08-30,67949.4,single,secondary,yes,yes,cellular,unknown,no,A01846
1847,Jenny Garcia,Female,31.0,California,White Collar,2017-08-30,66530.79,married,secondary,yes,no,cellular,unknown,yes,A01847
1848,Max Rodgers,Female,29.0,California,White Collar,2017-08-30,80855.82,single,secondary,no,no,cellular,unknown,no,A01848
1849,Herman Williams,Male,33.0,California,Other,2017-08-30,64884.55,married,primary,yes,no,cellular,failure,no,A01849
1850,Salvador Bass,Female,32.0,California,White Collar,2017-08-30,77981.04,married,tertiary,no,no,unknown,unknown,no,A01850
1851,Tiffany May,Male,30.0,California,White Collar,2017-08-30,52057.88,divorced,tertiary,yes,no,cellular,unknown,no,A01851
1852,Trevor Jones,Male,31.0,California,White Collar,2017-08-30,87926.01,married,primary,yes,no,cellular,unknown,no,A01852
1853,Iris Underwood,Male,33.0,California,White Collar,2017-08-30,143912.57,married,secondary,yes,no,unknown,unknown,no,A01853
1854,Isabel Cross,Female,30.0,California,White Collar,2017-08-30,85571.31,single,secondary,yes,yes,unknown,unknown,no,A01854
1855,Edwin Malone,Female,27.0,Wyoming,Other,2017-08-30,60980.28,single,tertiary,no,no,cellular,unknown,yes,A01855
1856,Isabel Cross,Female,30.0,Wyoming,White Collar,2017-08-30,103211.85,single,secondary,no,no,cellular,unknown,no,A01856
1857,Elvira Bowman,Female,47.0,Wyoming,White Collar,2017-08-30,5730.66,divorced,tertiary,yes,no,cellular,other,no,A01857
1858,Salvador Bass,Male,57.0,Wyoming,Other,2017-08-30,103403.96,married,secondary,yes,no,unknown,unknown,no,A01858
1859,Willie Vega,Female,35.0,California,White Collar,2017-08-31,7088.43,married,secondary,yes,no,unknown,unknown,no,A01859
1860,Brooke Horton,Male,40.0,California,White Collar,2017-08-31,123377.69,married,secondary,yes,no,cellular,unknown,no,A01860
1861,Jenny Garcia,Male,26.0,California,Other,2017-08-31,86003.87,married,secondary,yes,no,unknown,unknown,no,A01861
1862,Mable Lindsey,Male,35.0,California,White Collar,2017-08-31,29372.66,single,secondary,yes,no,cellular,unknown,no,A01862
1863,Jaime Pearson,Female,36.0,California,White Collar,2017-08-31,3829.52,married,secondary,yes,no,cellular,success,yes,A01863
1864,Herman Williams,Female,28.0,California,White Collar,2017-08-31,31184.82,single,secondary,yes,yes,cellular,other,no,A01864
1865,Drew Rogers,Female,36.0,California,White Collar,2017-08-31,91527.9,married,secondary,yes,no,cellular,unknown,no,A01865
1866,Don Gonzales,Male,40.0,Nevada,Blue Collar,2017-08-31,148661.78,married,tertiary,no,no,cellular,unknown,no,A01866
1867,Sylvester Morales,Male,48.0,Nevada,White Collar,2017-08-31,82700.1,married,secondary,no,no,telephone,other,no,A01867
1868,Rachel Gomez,Female,48.0,Nevada,Other,2017-08-31,59528.04,married,secondary,no,no,cellular,unknown,no,A01868
1869,Joey Wong,Male,59.0,Nevada,Other,2017-08-31,74907.87,married,primary,yes,yes,cellular,failure,no,A01869
1870,Shari Silva,Male,55.0,Nevada,Blue Collar,2017-08-31,107157.75,married,tertiary,no,yes,cellular,unknown,no,A01870
1871,Max Rodgers,Male,46.0,Nevada,Other,2017-08-31,25136.9,single,unknown,no,no,cellular,other,no,A01871
1872,Isabel Cross,Male,23.0,Wyoming,Blue Collar,2017-08-31,101766.06,divorced,secondary,yes,no,cellular,failure,no,A01872
1873,Della Jensen,Female,26.0,Wyoming,Other,2017-08-31,46309.51,married,secondary,no,no,cellular,unknown,yes,A01873
1874,Cassandra Franklin,Male,42.0,Wyoming,White Collar,2017-08-31,120777.76,married,primary,no,no,cellular,unknown,no,A01874
1875,Patty Thompson,Male,40.0,California,Blue Collar,2017-09-01,56435.43,married,unknown,yes,no,cellular,unknown,no,A01875
1876,Nellie Joseph,Male,46.0,California,White Collar,2017-09-01,70684.84,single,secondary,no,no,cellular,failure,no,A01876
1877,Ernest Davis,Female,41.0,California,White Collar,2017-09-01,37203.28,single,primary,yes,no,cellular,unknown,yes,A01877
1878,Herman Williams,Female,31.0,California,Blue Collar,2017-09-01,57281.51,married,secondary,yes,no,unknown,unknown,no,A01878
1879,Don Gonzales,Female,37.0,California,Blue Collar,2017-09-01,110802.75,single,secondary,yes,yes,unknown,unknown,no,A01879
1880,Salvador Bass,Male,36.0,California,White Collar,2017-09-01,21938.34,married,secondary,no,no,unknown,unknown,no,A01880
1881,Joey Wong,Female,44.0,California,Other,2017-09-01,78535.57,married,tertiary,no,yes,cellular,unknown,no,A01881
1882,Peter Hodges,Male,19.0,California,White Collar,2017-09-01,113302.78,married,tertiary,yes,no,unknown,unknown,no,A01882
1883,Sandra Floyd,Male,25.0,California,White Collar,2017-09-01,116446.72,single,secondary,yes,no,cellular,failure,no,A01883
1884,Edwin Malone,Female,44.0,Nevada,Other,2017-09-01,4176.54,single,secondary,yes,no,cellular,unknown,no,A01884
1885,Tracy Reed,Male,32.0,Wyoming,White Collar,2017-09-01,16010.64,married,secondary,yes,no,cellular,failure,no,A01885
1886,Carla Mccormick,Female,34.0,Wyoming,White Collar,2017-09-01,74415.96,married,tertiary,no,no,cellular,unknown,no,A01886
1887,Mable Lindsey,Male,40.0,California,White Collar,2017-09-02,159894.76,divorced,secondary,yes,no,cellular,failure,yes,A01887
1888,Felicia Jennings,Female,33.0,California,White Collar,2017-09-02,21343.94,married,unknown,yes,no,unknown,unknown,no,A01888
1889,Max Rodgers,Female,34.0,California,White Collar,2017-09-02,160224.63,single,secondary,yes,no,cellular,unknown,no,A01889
1890,Woodrow Colon,Female,62.0,Nevada,Other,2017-09-02,129268.28,married,tertiary,no,no,telephone,unknown,yes,A01890
1891,Marion Glover,Male,47.0,Nevada,Blue Collar,2017-09-02,88896.22,married,secondary,yes,no,cellular,unknown,no,A01891
1892,Paulette Spencer,Male,41.0,Nevada,Blue Collar,2017-09-02,52216.07,single,tertiary,yes,yes,cellular,unknown,no,A01892
1893,Joey Wong,Female,35.0,Wyoming,Blue Collar,2017-09-02,62562.37,married,secondary,no,no,cellular,unknown,no,A01893
1894,Della Jensen,Female,34.0,California,White Collar,2017-09-03,142420.91,divorced,secondary,yes,no,unknown,unknown,no,A01894
1895,Pauline Beck,Female,39.0,California,Blue Collar,2017-09-03,80664.09,married,unknown,no,no,unknown,unknown,no,A01895
1896,Mable Lindsey,Male,33.0,California,White Collar,2017-09-03,35856.91,single,secondary,no,no,cellular,unknown,no,A01896
1897,Elbert Klein,Male,36.0,California,White Collar,2017-09-03,14596.72,single,tertiary,no,no,cellular,unknown,no,A01897
1898,Mable Lindsey,Male,32.0,California,White Collar,2017-09-03,47283.81,married,tertiary,no,no,cellular,unknown,no,A01898
1899,Bernadette Page,Female,24.0,California,White Collar,2017-09-03,106190.72,married,tertiary,no,no,cellular,unknown,no,A01899
1900,Joey Wong,Male,50.0,Nevada,Other,2017-09-03,101411.27,single,tertiary,no,no,cellular,unknown,yes,A01900
1901,Sandra Floyd,Male,50.0,Nevada,Other,2017-09-03,9551.9,single,unknown,no,no,cellular,unknown,no,A01901
1902,Shari Silva,Male,60.0,Nevada,Blue Collar,2017-09-03,10389.07,single,tertiary,yes,no,unknown,unknown,no,A01902
1903,Don Gonzales,Male,43.0,Nevada,Blue Collar,2017-09-03,125287.4,single,secondary,yes,no,cellular,unknown,no,A01903
1904,Herman Williams,Female,50.0,Nevada,Other,2017-09-03,72038.46,married,secondary,no,no,cellular,unknown,no,A01904
1905,Mable Lindsey,Female,59.0,Nevada,Other,2017-09-03,149207.94,single,tertiary,no,no,cellular,other,yes,A01905
1906,Marian Hill,Female,28.0,Oregon,Other,2017-09-03,46495.75,married,tertiary,yes,no,cellular,success,yes,A01906
1907,Isabel Cross,Male,43.0,California,White Collar,2017-09-04,9738.27,divorced,primary,yes,no,unknown,unknown,no,A01907
